file_name,wer_librispeech_whisper,wer_librispeech_wav2vec,wer_libristutter_whisper,wer_libristutter_wav2vec
198-126831-0019,0.029411764705882353,0.0,0.13157894736842105,0.13157894736842105
198-126831-0020,0.14285714285714285,0.0,0.14285714285714285,0.0
198-126831-0021,0.0196078431372549,0.0196078431372549,0.09433962264150944,0.15789473684210525
198-126831-0022,0.13513513513513514,0.0,0.16216216216216217,0.02702702702702703
198-126831-0023,0.0,0.0,0.11904761904761904,0.0975609756097561
198-126831-0024,0.07894736842105263,0.05,0.05,0.05
198-126831-0025,0.04081632653061224,0.02040816326530612,0.0784313725490196,0.038461538461538464
198-126831-0026,0.02040816326530612,0.041666666666666664,0.04,0.1320754716981132
198-126831-0027,0.0,0.0,0.021739130434782608,0.043478260869565216
198-126831-0028,0.041666666666666664,0.02040816326530612,0.08333333333333333,0.02040816326530612
198-126831-0029,0.08196721311475409,0.01639344262295082,0.14754098360655737,0.07692307692307693
198-126831-0030,0.05,0.05,0.24,0.2692307692307692
198-126831-0031,0.1,0.0,0.075,0.0
198-126831-0032,0.0,0.0,0.0,0.0
198-126831-0033,0.07142857142857142,0.0,0.07142857142857142,0.0
198-126831-0034,0.18,0.04,0.22,0.06
198-126831-0035,0.09615384615384616,0.018518518518518517,0.09615384615384616,0.018518518518518517
198-126831-0036,0.05405405405405406,0.0,0.24444444444444444,0.0975609756097561
198-126831-0037,0.15384615384615385,0.0,0.1,0.06666666666666667
198-126831-0038,0.08695652173913043,0.0,0.16666666666666666,0.041666666666666664
198-126831-0039,0.0,0.0,0.0,0.0
198-126831-0040,0.06666666666666667,0.0,0.3333333333333333,0.328125
198-126831-0041,0.07894736842105263,0.0,0.10526315789473684,0.09523809523809523
198-126831-0042,0.11627906976744186,0.06976744186046512,0.11627906976744186,0.06976744186046512
198-126831-0043,0.037037037037037035,0.0,0.25,0.25
198-126831-0044,0.02702702702702703,0.0,0.05263157894736842,0.16279069767441862
198-126831-0045,0.23809523809523808,0.045454545454545456,0.19047619047619047,0.045454545454545456
198-126831-0046,0.0,0.0,0.0,0.09090909090909091
198-126831-0047,0.043478260869565216,0.043478260869565216,0.11538461538461539,0.15384615384615385
198-126831-0048,0.11764705882352941,0.0,0.4827586206896552,0.4482758620689655
198-126831-0049,0.12,0.038461538461538464,0.3333333333333333,0.19696969696969696
198-126831-0050,0.08,0.0,0.08333333333333333,0.10714285714285714
198-126831-0051,0.0,0.0,0.0,0.0
198-126831-0052,0.03571428571428571,0.0,0.03571428571428571,0.0
198-126831-0053,0.19047619047619047,0.0,0.30434782608695654,0.3076923076923077
198-129977-0000,0.05,0.0,0.05,0.0
198-129977-0001,0.0,0.0,0.16666666666666666,0.2
198-129977-0002,0.03225806451612903,0.03225806451612903,0.18421052631578946,0.1891891891891892
198-129977-0003,0.08163265306122448,0.0,0.061224489795918366,0.0
198-129977-0004,0.0,0.0,0.0,0.0
198-129977-0005,0.1,0.05,0.14285714285714285,0.05
198-129977-0006,0.07894736842105263,0.02631578947368421,0.07894736842105263,0.1
198-129977-0007,0.0425531914893617,0.0,0.1346153846153846,0.0625
198-129977-0008,0.0,0.0,0.0,0.0
198-129977-0009,0.10344827586206896,0.10344827586206896,0.06896551724137931,0.10344827586206896
198-129977-0010,0.06,0.0,0.19298245614035087,0.15789473684210525
198-129977-0011,0.11627906976744186,0.0,0.20833333333333334,0.14285714285714285
198-129977-0012,0.09523809523809523,0.07142857142857142,0.16279069767441862,0.07142857142857142
198-129977-0013,0.12195121951219512,0.046511627906976744,0.18181818181818182,0.1276595744680851
198-129977-0014,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.0425531914893617
198-129977-0015,0.35714285714285715,0.1,0.35714285714285715,0.1
198-129977-0016,0.16666666666666666,0.0,0.16666666666666666,0.0
198-129977-0017,0.125,0.020833333333333332,0.18867924528301888,0.12962962962962962
198-129977-0018,0.12195121951219512,0.0,0.0975609756097561,0.0
198-129977-0019,0.07894736842105263,0.02631578947368421,0.07894736842105263,0.0975609756097561
198-129977-0020,0.0,0.0,0.0,0.0
198-129977-0021,0.0625,0.0,0.10638297872340426,0.02127659574468085
198-129977-0022,0.11627906976744186,0.0,0.11904761904761904,0.1836734693877551
198-129977-0023,0.10416666666666667,0.0,0.125,0.0
198-129977-0024,0.07894736842105263,0.02631578947368421,0.10526315789473684,0.11904761904761904
198-129977-0025,0.06382978723404255,0.020833333333333332,0.06382978723404255,0.041666666666666664
198-129977-0026,0.08333333333333333,0.0,0.1111111111111111,0.07894736842105263
198-129977-0027,0.18181818181818182,0.06818181818181818,0.18181818181818182,0.06818181818181818
198-129977-0028,0.11627906976744186,0.024390243902439025,0.11627906976744186,0.047619047619047616
198-129977-0029,0.16,0.0,0.25925925925925924,0.1111111111111111
198-129977-0030,0.10869565217391304,0.0,0.13043478260869565,0.09615384615384616
198-129977-0031,0.12195121951219512,0.024390243902439025,0.28,0.22
198-129977-0032,0.2857142857142857,0.0,0.2857142857142857,0.0
289-121652-0000,0.0,0.0,0.0,0.07692307692307693
289-121652-0001,0.09375,0.030303030303030304,0.06060606060606061,0.1794871794871795
289-121652-0002,0.0625,0.0,0.0625,0.030303030303030304
289-121652-0003,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728
289-121652-0004,0.1,0.0,0.1,0.0
289-121652-0005,0.0,0.0,0.0,0.0
289-121652-0006,0.0967741935483871,0.0,0.2,0.0
289-121652-0007,0.07317073170731707,0.04878048780487805,0.17777777777777778,0.13333333333333333
289-121652-0008,0.14814814814814814,0.07407407407407407,0.14814814814814814,0.07407407407407407
289-121652-0009,0.06521739130434782,0.022222222222222223,0.0851063829787234,0.043478260869565216
289-121652-0010,0.36363636363636365,0.07692307692307693,0.4,0.3684210526315789
289-121652-0011,0.10714285714285714,0.10344827586206896,0.12903225806451613,0.16129032258064516
289-121652-0012,0.20689655172413793,0.0,0.22580645161290322,0.12121212121212122
289-121652-0013,0.07317073170731707,0.0,0.04878048780487805,0.04878048780487805
289-121652-0014,0.2631578947368421,0.0,0.34782608695652173,0.18181818181818182
289-121652-0015,0.16279069767441862,0.0,0.16279069767441862,0.0
289-121652-0016,0.021739130434782608,0.0,0.021739130434782608,0.0
289-121652-0017,0.20588235294117646,0.08333333333333333,0.20588235294117646,0.08333333333333333
289-121652-0018,0.18181818181818182,0.0425531914893617,0.18604651162790697,0.08163265306122448
289-121652-0019,0.024390243902439025,0.0,0.024390243902439025,0.0
289-121652-0020,0.10638297872340426,0.021739130434782608,0.0851063829787234,0.021739130434782608
289-121652-0021,0.14634146341463414,0.024390243902439025,0.14634146341463414,0.024390243902439025
289-121652-0022,0.25,0.0,0.3103448275862069,0.15625
289-121652-0023,0.12,0.04,0.18518518518518517,0.14285714285714285
289-121652-0024,0.0975609756097561,0.0,0.26,0.14
289-121652-0025,0.02631578947368421,0.0,0.2653061224489796,0.20833333333333334
289-121652-0026,0.024390243902439025,0.0,0.024390243902439025,0.0
289-121652-0027,0.024390243902439025,0.0,0.11363636363636363,0.16326530612244897
289-121652-0028,0.09090909090909091,0.022727272727272728,0.11627906976744186,0.06818181818181818
289-121652-0029,0.14705882352941177,0.0,0.17142857142857143,0.05405405405405406
289-121652-0030,0.08333333333333333,0.02631578947368421,0.08108108108108109,0.05128205128205128
289-121652-0031,0.08571428571428572,0.02702702702702703,0.08571428571428572,0.05405405405405406
289-121652-0032,0.0,0.0,0.05128205128205128,0.05128205128205128
289-121652-0033,0.0,0.0,0.2647058823529412,0.16666666666666666
289-121652-0034,0.07894736842105263,0.10526315789473684,0.07894736842105263,0.1282051282051282
289-121652-0035,0.02564102564102564,0.0,0.1702127659574468,0.1875
289-121652-0036,0.04,0.0,0.2459016393442623,0.1896551724137931
289-121652-0037,0.0,0.0,0.0,0.061224489795918366
289-121652-0038,0.0,0.2,0.0,0.2
289-121665-0000,0.0,0.0,0.09615384615384616,0.06
289-121665-0001,0.0,0.0,0.23809523809523808,0.23809523809523808
289-121665-0002,0.06521739130434782,0.0,0.043478260869565216,0.0
289-121665-0003,0.09523809523809523,0.0,0.09523809523809523,0.0
289-121665-0004,0.022222222222222223,0.0,0.06382978723404255,0.08333333333333333
289-121665-0005,0.02,0.0,0.02,0.0
289-121665-0006,0.06666666666666667,0.0,0.14705882352941177,0.16666666666666666
289-121665-0007,0.045454545454545456,0.0,0.08695652173913043,0.043478260869565216
289-121665-0008,0.1,0.0,0.15555555555555556,0.08888888888888889
289-121665-0009,0.05263157894736842,0.0,0.05263157894736842,0.04878048780487805
289-121665-0010,0.09090909090909091,0.022222222222222223,0.08695652173913043,0.08333333333333333
289-121665-0011,0.0,0.0,0.0,0.0
289-121665-0012,0.058823529411764705,0.0,0.058823529411764705,0.16666666666666666
289-121665-0013,0.11904761904761904,0.0,0.13636363636363635,0.08333333333333333
289-121665-0014,0.058823529411764705,0.0,0.08571428571428572,0.05405405405405406
289-121665-0015,0.047619047619047616,0.047619047619047616,0.24528301886792453,0.2641509433962264
289-121665-0016,0.125,0.0,0.125,0.0
289-121665-0017,0.20689655172413793,0.10344827586206896,0.20689655172413793,0.10344827586206896
289-121665-0018,0.0,0.0196078431372549,0.0196078431372549,0.07272727272727272
289-121665-0019,0.13043478260869565,0.0,0.23529411764705882,0.07547169811320754
289-121665-0020,0.2765957446808511,0.13043478260869565,0.4375,0.3939393939393939
289-121665-0021,0.0,0.0,0.030303030303030304,0.0
289-121665-0022,0.0425531914893617,0.02127659574468085,0.08163265306122448,0.061224489795918366
289-121665-0023,0.06818181818181818,0.0,0.06818181818181818,0.0
289-121665-0024,0.0,0.0,0.04878048780487805,0.04878048780487805
289-121665-0025,0.13513513513513514,0.05263157894736842,0.16216216216216217,0.2608695652173913
289-121665-0026,0.05,0.025,0.05,0.025
289-121665-0027,0.0,0.0,0.0,0.21951219512195122
289-121665-0028,0.12121212121212122,0.0,0.125,0.0
289-121665-0029,0.06818181818181818,0.06818181818181818,0.06818181818181818,0.06818181818181818
289-121665-0030,0.0975609756097561,0.04878048780487805,0.12195121951219512,0.07142857142857142
289-121665-0031,0.18421052631578946,0.05128205128205128,0.18421052631578946,0.05128205128205128
289-121665-0032,0.02,0.0,0.02,0.05660377358490566
289-121665-0033,0.12195121951219512,0.0,0.24489795918367346,0.26785714285714285
289-121665-0034,0.14285714285714285,0.044444444444444446,0.14285714285714285,0.14
289-121665-0035,0.02040816326530612,0.02040816326530612,0.12727272727272726,0.16071428571428573
289-121665-0036,0.06818181818181818,0.045454545454545456,0.06818181818181818,0.08695652173913043
289-121665-0037,0.06521739130434782,0.0,0.12244897959183673,0.0625
289-121665-0038,0.1590909090909091,0.06666666666666667,0.23076923076923078,0.25
289-121665-0039,0.04,0.0,0.0,0.10714285714285714
289-121665-0040,0.06521739130434782,0.043478260869565216,0.14893617021276595,0.10416666666666667
289-121665-0041,0.23529411764705882,0.058823529411764705,0.34782608695652173,0.32
289-121665-0042,0.0,0.0,0.16666666666666666,0.21428571428571427
289-121665-0043,0.0,0.0,0.28,0.2653061224489796
289-121665-0044,0.023255813953488372,0.0,0.023255813953488372,0.14285714285714285
289-121665-0045,0.0,0.0,0.14814814814814814,0.17857142857142858
289-121665-0046,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.06666666666666667
412-126975-0000,0.0,0.05263157894736842,0.0,0.05263157894736842
412-126975-0001,0.0,0.0,0.0,0.15789473684210525
412-126975-0002,0.0,0.0,0.0,0.02857142857142857
412-126975-0003,0.0,0.0,0.08,0.11538461538461539
412-126975-0004,0.08333333333333333,0.027777777777777776,0.17073170731707318,0.20454545454545456
412-126975-0005,0.03225806451612903,0.0,0.11764705882352941,0.11764705882352941
412-126975-0006,0.11764705882352941,0.029411764705882353,0.14705882352941177,0.029411764705882353
412-126975-0007,0.15789473684210525,0.0,0.15789473684210525,0.0
412-126975-0008,0.05128205128205128,0.0,0.05128205128205128,0.0
412-126975-0009,0.03571428571428571,0.0,0.03571428571428571,0.0
412-126975-0010,0.0,0.0,0.0,0.0
412-126975-0011,0.0,0.0,0.05128205128205128,0.05128205128205128
412-126975-0012,0.0,0.0,0.125,0.20454545454545456
412-126975-0013,0.07317073170731707,0.0,0.04878048780487805,0.06818181818181818
412-126975-0014,0.0,0.0,0.0,0.03225806451612903
412-126975-0015,0.0,0.0,0.0,0.21951219512195122
412-126975-0016,0.07142857142857142,0.03571428571428571,0.07142857142857142,0.16129032258064516
412-126975-0017,0.0,0.0,0.0,0.06451612903225806
412-126975-0018,0.04,0.0,0.04,0.0
412-126975-0019,0.15384615384615385,0.0,0.18518518518518517,0.037037037037037035
412-126975-0020,0.03225806451612903,0.0,0.16666666666666666,0.1388888888888889
412-126975-0021,0.05405405405405406,0.0,0.24444444444444444,0.25
412-126975-0022,0.0,0.0,0.13513513513513514,0.10810810810810811
412-126975-0023,0.030303030303030304,0.0,0.029411764705882353,0.029411764705882353
412-126975-0024,0.03125,0.0,0.03125,0.030303030303030304
412-126975-0025,0.04,0.0,0.1724137931034483,0.13793103448275862
412-126975-0026,0.1111111111111111,0.03571428571428571,0.1111111111111111,0.03571428571428571
412-126975-0027,0.11428571428571428,0.0,0.05714285714285714,0.0
412-126975-0028,0.04,0.04,0.04,0.04
412-126975-0029,0.0,0.037037037037037035,0.0,0.10344827586206896
412-126975-0030,0.08571428571428572,0.0,0.05263157894736842,0.23404255319148937
412-126975-0031,0.02564102564102564,0.05,0.07317073170731707,0.13953488372093023
412-126975-0032,0.08571428571428572,0.029411764705882353,0.1794871794871795,0.15384615384615385
412-126975-0034,0.0,0.0,0.0,0.0
412-126975-0035,0.08108108108108109,0.07894736842105263,0.17073170731707318,0.21951219512195122
412-126975-0036,0.10344827586206896,0.0,0.28205128205128205,0.40384615384615385
412-126975-0037,0.025,0.025,0.13333333333333333,0.15217391304347827
412-126975-0038,0.03125,0.0,0.03125,0.0
412-126975-0039,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.10714285714285714
412-126975-0040,0.0,0.0,0.25,0.20408163265306123
412-126975-0041,0.2222222222222222,0.038461538461538464,0.2222222222222222,0.07407407407407407
412-126975-0042,0.17142857142857143,0.05405405405405406,0.17142857142857143,0.05405405405405406
412-126975-0043,0.034482758620689655,0.0,0.14705882352941177,0.17647058823529413
412-126975-0044,0.05,0.0,0.05,0.0
412-126975-0045,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333
412-126975-0046,0.14285714285714285,0.0,0.14285714285714285,0.0
412-126975-0047,0.0,0.0,0.0,0.13953488372093023
412-126975-0048,0.10526315789473684,0.02631578947368421,0.10526315789473684,0.13953488372093023
412-126975-0049,0.0,0.0,0.0,0.175
412-126975-0050,0.05263157894736842,0.0,0.2916666666666667,0.25
412-126975-0051,0.0,0.0,0.0,0.0
412-126975-0052,0.02564102564102564,0.0,0.02564102564102564,0.0
412-126975-0053,0.05714285714285714,0.0,0.05714285714285714,0.05714285714285714
412-126975-0054,0.03333333333333333,0.0,0.03333333333333333,0.03225806451612903
412-126975-0055,0.04,0.0,0.08,0.0
412-126975-0056,0.0,0.0,0.0,0.0
412-126975-0057,0.11428571428571428,0.0,0.1891891891891892,0.05263157894736842
412-126975-0058,0.1111111111111111,0.0,0.19230769230769232,0.0
412-126975-0059,0.1388888888888889,0.0,0.27906976744186046,0.11904761904761904
412-126975-0060,0.0,0.05263157894736842,0.1590909090909091,0.29411764705882354
412-126975-0061,0.0,0.0,0.17073170731707318,0.1282051282051282
412-126975-0062,0.0,0.0,0.15384615384615385,0.19230769230769232
412-126975-0063,0.0,0.0,0.0,0.07407407407407407
412-126975-0064,0.06896551724137931,0.034482758620689655,0.0967741935483871,0.125
412-126975-0065,0.06666666666666667,0.0,0.3170731707317073,0.29545454545454547
412-126975-0066,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.15625
412-126975-0067,0.06896551724137931,0.0,0.17647058823529413,0.17142857142857143
412-126975-0068,0.02702702702702703,0.05263157894736842,0.02702702702702703,0.07894736842105263
412-126975-0069,0.02702702702702703,0.0,0.16279069767441862,0.24489795918367346
412-126975-0070,0.11764705882352941,0.02857142857142857,0.2,0.16216216216216217
412-126975-0071,0.0,0.0,0.034482758620689655,0.0967741935483871
412-126975-0072,0.10714285714285714,0.0,0.10714285714285714,0.0
412-126975-0073,0.10714285714285714,0.0,0.07407407407407407,0.038461538461538464
412-126975-0074,0.034482758620689655,0.0,0.16666666666666666,0.034482758620689655
412-126975-0075,0.0,0.0,0.0,0.0
412-126975-0076,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
412-126975-0077,0.07142857142857142,0.0,0.10714285714285714,0.06896551724137931
412-126975-0078,0.0,0.06060606060606061,0.0625,0.06060606060606061
412-126975-0079,0.037037037037037035,0.0,0.13793103448275862,0.06896551724137931
412-126975-0080,0.02857142857142857,0.0,0.02857142857142857,0.0
412-126975-0081,0.2727272727272727,0.0,0.08333333333333333,0.08571428571428572
412-126975-0082,0.0,0.0,0.0,0.030303030303030304
412-126975-0083,0.0967741935483871,0.03125,0.0967741935483871,0.03125
412-126975-0084,0.0,0.0,0.0,0.0
412-126975-0085,0.0,0.0,0.0,0.06060606060606061
412-126975-0086,0.0625,0.030303030303030304,0.0625,0.1951219512195122
412-126975-0087,0.0,0.0,0.047619047619047616,0.09090909090909091
412-126975-0088,0.125,0.0,0.09375,0.08333333333333333
412-126975-0089,0.0,0.0,0.0,0.18421052631578946
412-126975-0090,0.030303030303030304,0.0,0.21951219512195122,0.1794871794871795
412-126975-0091,0.12903225806451613,0.03125,0.34285714285714286,0.21621621621621623
412-126975-0092,0.0,0.0,0.0,0.03333333333333333
412-126975-0093,0.02857142857142857,0.0,0.0,0.10526315789473684
412-126975-0094,0.0,0.0,0.0,0.0
625-132112-0000,0.1111111111111111,0.02631578947368421,0.2619047619047619,0.1590909090909091
625-132112-0001,0.05128205128205128,0.0,0.075,0.14893617021276595
625-132112-0002,0.0,0.0,0.0,0.0
625-132112-0003,0.13513513513513514,0.0,0.25,0.11627906976744186
625-132112-0004,0.0,0.0,0.0,0.0
625-132112-0005,0.0,0.0,0.03225806451612903,0.24390243902439024
625-132112-0006,0.0,0.0,0.024390243902439025,0.047619047619047616
625-132112-0007,0.045454545454545456,0.022727272727272728,0.14583333333333334,0.17647058823529413
625-132112-0008,0.0,0.0,0.0,0.04878048780487805
625-132112-0009,0.06382978723404255,0.08333333333333333,0.0425531914893617,0.08333333333333333
625-132112-0010,0.06451612903225806,0.03125,0.06451612903225806,0.03125
625-132112-0011,0.07142857142857142,0.03571428571428571,0.10344827586206896,0.06896551724137931
625-132112-0012,0.07894736842105263,0.05263157894736842,0.07894736842105263,0.21739130434782608
625-132112-0013,0.0,0.0,0.0,0.2
625-132112-0014,0.13513513513513514,0.10810810810810811,0.13513513513513514,0.10810810810810811
625-132112-0015,0.02631578947368421,0.02631578947368421,0.13636363636363635,0.18181818181818182
625-132112-0016,0.09090909090909091,0.022222222222222223,0.09090909090909091,0.044444444444444446
625-132112-0017,0.02702702702702703,0.0,0.02702702702702703,0.0
625-132112-0018,0.18421052631578946,0.0,0.15789473684210525,0.13333333333333333
625-132112-0019,0.02040816326530612,0.04,0.02040816326530612,0.06
625-132112-0020,0.02702702702702703,0.0,0.05263157894736842,0.075
625-132112-0021,0.046511627906976744,0.023255813953488372,0.08888888888888889,0.08888888888888889
625-132112-0022,0.0,0.0,0.0,0.0
625-132112-0023,0.0,0.0,0.07894736842105263,0.02564102564102564
625-132112-0024,0.24324324324324326,0.07142857142857142,0.4782608695652174,0.25925925925925924
625-132112-0025,0.02857142857142857,0.0,0.02857142857142857,0.0
625-132112-0026,0.0,0.0,0.1951219512195122,0.2978723404255319
625-132112-0027,0.08333333333333333,0.0,0.05555555555555555,0.0
625-132112-0028,0.024390243902439025,0.0,0.09302325581395349,0.08888888888888889
625-132112-0029,0.0,0.0,0.0,0.0
625-132112-0030,0.06451612903225806,0.03125,0.0967741935483871,0.06060606060606061
625-132112-0031,0.0,0.16666666666666666,0.0,0.16666666666666666
625-132112-0032,0.025,0.0,0.13157894736842105,0.075
625-132112-0033,0.0,0.0,0.1794871794871795,0.1794871794871795
625-132112-0034,0.0,0.0,0.07142857142857142,0.04878048780487805
625-132112-0035,0.08823529411764706,0.0,0.16216216216216217,0.13513513513513514
625-132112-0036,0.07407407407407407,0.0,0.1935483870967742,0.35
625-132112-0037,0.0,0.0,0.4,0.4
625-132112-0038,0.09302325581395349,0.0,0.17073170731707318,0.06382978723404255
625-132112-0039,0.046511627906976744,0.0,0.046511627906976744,0.023255813953488372
625-132112-0040,0.05555555555555555,0.0,0.19047619047619047,0.1590909090909091
625-132112-0041,0.029411764705882353,0.0,0.029411764705882353,0.22727272727272727
625-132112-0042,0.046511627906976744,0.0,0.046511627906976744,0.0
625-132112-0043,0.18181818181818182,0.0,0.23529411764705882,0.0
625-132112-0044,0.20689655172413793,0.06451612903225806,0.20689655172413793,0.0625
625-132112-0045,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693
625-132112-0046,0.05555555555555555,0.02702702702702703,0.05555555555555555,0.02702702702702703
625-132112-0047,0.02564102564102564,0.02564102564102564,0.1956521739130435,0.1590909090909091
625-132112-0048,0.075,0.024390243902439025,0.075,0.1111111111111111
625-132112-0049,0.06382978723404255,0.0,0.06382978723404255,0.09433962264150944
625-132112-0050,0.09375,0.0,0.32558139534883723,0.21428571428571427
625-132112-0051,0.2,0.0,0.21052631578947367,0.09302325581395349
625-132112-0052,0.14285714285714285,0.14285714285714285,0.1724137931034483,0.14285714285714285
625-132112-0053,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
625-132112-0054,0.0,0.0,0.08823529411764706,0.1282051282051282
625-132112-0055,0.13953488372093023,0.16279069767441862,0.07142857142857142,0.2
625-132112-0056,0.0,0.0,0.1,0.11904761904761904
625-132112-0057,0.0,0.0,0.0,0.11363636363636363
625-132112-0058,0.225,0.0,0.1951219512195122,0.047619047619047616
625-132118-0000,0.0,0.0,0.0,0.0
625-132118-0001,0.06666666666666667,0.0,0.06666666666666667,0.0
625-132118-0002,0.03125,0.0,0.0,0.0
625-132118-0003,0.04,0.04,0.16666666666666666,0.10714285714285714
625-132118-0004,0.2,0.0,0.375,0.2413793103448276
625-132118-0005,0.10526315789473684,0.02702702702702703,0.10526315789473684,0.1
625-132118-0006,0.12,0.038461538461538464,0.23076923076923078,0.14285714285714285
625-132118-0007,0.034482758620689655,0.0,0.0,0.0
625-132118-0008,0.06666666666666667,0.06666666666666667,0.06451612903225806,0.06451612903225806
625-132118-0009,0.10714285714285714,0.0,0.10714285714285714,0.0
625-132118-0010,0.0,0.03571428571428571,0.17647058823529413,0.22857142857142856
625-132118-0011,0.12121212121212122,0.030303030303030304,0.2926829268292683,0.28888888888888886
625-132118-0012,0.13043478260869565,0.043478260869565216,0.13043478260869565,0.08333333333333333
625-132118-0013,0.0,0.0,0.0,0.0
625-132118-0014,0.06451612903225806,0.0,0.21621621621621623,0.15789473684210525
625-132118-0015,0.0,0.02702702702702703,0.0,0.02702702702702703
625-132118-0016,0.029411764705882353,0.0,0.029411764705882353,0.0
625-132118-0017,0.029411764705882353,0.0,0.029411764705882353,0.10526315789473684
625-132118-0018,0.058823529411764705,0.0,0.15151515151515152,0.0
625-132118-0019,0.0,0.0,0.125,0.2
625-132118-0020,0.1,0.04878048780487805,0.1,0.09302325581395349
